Category;Description;Nutrient Data Bank Number;Data,Alpha Carotene;Data,Ash;Data,Beta Carotene;Data,Beta Cryptoxanthin;Data,Carbohydrate;Data,Cholesterol;Data,Choline;Data,Fiber;Data,Kilocalories;Data,Lutein and Zeaxanthin;Data,Lycopene;Data,Manganese;Data,Niacin;Data,Pantothenic Acid;Data,Protein;Data,Refuse Percentage;Data,Retinol;Data,Riboflavin;Data,Selenium;Data,Sugar Total;Data,Thiamin;Data,Water;Data,Fat,Monosaturated Fat;Data,Fat,Polysaturated Fat;Data,Fat,Saturated Fat;Data,Fat,Total Lipid;Data,Household Weights,1st Household Weight;Data,Household Weights,1st Household Weight Description;Data,Household Weights,2nd Household Weight;Data,Household Weights,2nd Household Weight Description;Data,Major Minerals,Calcium;Data,Major Minerals,Copper;Data,Major Minerals,Iron;Data,Major Minerals,Magnesium;Data,Major Minerals,Phosphorus;Data,Major Minerals,Potassium;Data,Major Minerals,Sodium;Data,Major Minerals,Zinc;Data,Vitamins,Vitamin A - IU;Data,Vitamins,Vitamin A - RAE;Data,Vitamins,Vitamin B12;Data,Vitamins,Vitamin B6;Data,Vitamins,Vitamin C;Data,Vitamins,Vitamin E;Data,Vitamins,Vitamin K
CANDIES;CANDIES,MASTERFOODS USA,SKITTLES SOURS ORIGINAL;19369,00;0,00;0,07;0,00;0,00;86,94;0,00;0,00;0,00;397,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;7316000366,00;0,00;0,18;0,00;0,00;3765,00;0,17;2,13;1 serving, 1,80 oz bag;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;2,54;0,00;0,00
CANDIES;CANDIES,MASTERFOODS USA,SKITTLES ORIGINAL BITE SIZE CANDIES;19370,00;0,00;0,07;0,00;0,00;90,78;0,00;0,00;0,00;405,00;1,00;0,00;0,06;0,01;0,01;0,01;0,00;0,00;0,02;0,04;7583999634,00;0,00;0,18;0,00;0,00;4115,00;0,19;2,55;1 serving, 2,17 oz pack;205,00;1 cup;0,00;0,04;0,00;1,00;1,00;12,00;15,00;0,00;0,00;0,00;0,00;0,00;2,76;0,01;0,04
FROSTINGS;FROSTINGS,VANILLA,CREAMY,DRY MIX,PREP W/ MARGARINE;19371,00;0,00;0,03;91,00;0,00;3,10;0,00;0,00;0,10;413,00;0,00;0,00;0,00;0,00;0,02;0,02;0,00;73,00;0,01;0,00;0,00;0,00;0,51;3942,00;2797,00;0,09;0,55;0,00;;0,00;;6,00;0,03;0,00;2,00;6,00;10,00;114,00;0,00;393,00;80,00;0,00;0,00;0,00;0,07;0,00
FROSTINGS;FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ MARGARINE;19372,00;0,00;0,05;91,00;0,00;2,96;0,00;0,00;1899999976,00;404,00;0,00;0,00;0,18;0,08;0,03;0,04;0,00;73,00;0,03;0,04;0,00;0,01;0,59;3943,00;2797,00;0,09;0,56;0,00;;0,00;;12,00;0,16;0,06;30,00;50,00;143,00;163,00;0,04;393,00;80,00;0,00;0,06;0,00;0,07;0,00
FROSTINGS;FROSTINGS,GLAZE,PREPARED-FROM-RECIPE;19375,00;0,00;0,01;1,00;0,00;83,65;1,00;0,00;0,00;341,00;0,00;0,00;0,01;0,04;0,05;0,03;0,00;4,00;0,05;0,04;8044000244,00;0,01;0,64;0,10;0,07;0,19;0,04;13,63;1 recipe,  yield;0,00;;17,00;0,01;0,00;2,00;13,00;30,00;6,00;0,00;14,00;4,00;0,00;0,01;0,00;0,00;0,00
CANDIES;CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE;19379,00;0,00;0,05;17,00;0,00;2,98;25,00;0,00;1700000048,00;453,00;5,00;0,00;0,16;0,11;0,08;0,10;0,00;73,00;0,08;0,08;6405999756,00;0,02;0,35;5205,00;0,42;10669,00;0,74;0,83;1 piece;1229,00;1 recipe,  yield (60 pieces);45,00;0,15;0,07;36,00;67,00;147,00;85,00;0,04;273,00;75,00;0,00;0,02;0,00;0,02;0,09
CANDIES;CANDIES,TAFFY,PREPARED-FROM-RECIPE;19382,00;0,00;0,01;6,00;0,00;3,83;9,00;0,00;0,00;397,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,01;0,00;6848000336,00;0,03;0,23;0,58;0,08;2049,00;0,15;0,63;1 piece;0,00;;8,00;0,00;0,00;0,00;1,00;3,00;52,00;0,01;100,00;27,00;0,00;0,00;0,00;0,01;0,00
CANDIES;CANDIES,TOFFEE,PREPARED-FROM-RECIPE;19383,00;0,00;0,05;64,00;0,00;64,72;104,00;0,00;0,00;560,00;0,00;0,00;0,00;0,03;0,09;0,05;0,00;314,00;0,07;0,01;6347000122,00;0,01;0,04;8964,00;1222,00;20565,00;32,75;0,50;1 piece;0,00;;34,00;0,00;0,00;4,00;32,00;51,00;135,00;0,01;1152,00;319,00;0,01;0,01;0,00;0,07;0,09
CANDIES;CANDIES,DIVINITY,PREPARED-FROM-RECIPE;19384,00;0,00;0,01;0,00;0,00;3,71;0,00;0,00;0,00;364,00;0,00;0,00;0,00;0,02;0,02;0,06;0,00;0,00;0,07;0,13;7895999908,00;0,01;0,39;0,00;0,00;0,00;0,00;0,46;1 piece;0,00;;5,00;0,01;0,00;2,00;2,00;23,00;34,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT;19387,00;0,00;0,00;0,00;0,00;0,96;0,00;0,00;0,70;113,00;0,00;0,00;0,11;0,03;0,04;0,00;0,00;0,00;0,01;0,01;0,00;0,01;3,04;0,08;0,03;2304,00;0,09;4,13;,5 cup,  (4 fl oz);0,00;;0,00;0,04;0,16;5,00;9,00;17,00;35,00;0,01;0,00;0,00;0,00;0,02;0,54;0,00;0,00
FROZEN YOGURTS;FROZEN YOGURTS,CHOC,SOFT-SERVE;19393,00;0,00;0,04;12,00;0,00;1,01;5,00;0,00;2200000048,00;160,00;0,00;0,00;0,08;0,21;0,47;0,17;0,00;43,00;0,15;0,09;0,00;0,04;2,63;0,09;0,02;0,17;0,25;3,00;,5 cup,  (4 fl oz);0,00;;147,00;0,09;0,06;27,00;139,00;261,00;98,00;0,03;160,00;44,00;0,02;0,07;0,00;0,00;0,00
No Category;BANANA CHIPS;19400,00;32,00;0,04;34,00;0,00;2,42;0,00;21,00;7699999809,00;519,00;46,00;0,00;0,08;0,05;0,04;0,09;0,00;0,00;0,02;0,05;3534000015,00;0,09;0,17;0,11;0,04;28,97;1,38;1,19;1 oz;85,00;3 oz;18,00;0,14;0,06;76,00;56,00;536,00;6,00;0,05;83,00;4,00;0,00;0,02;0,25;0,02;0,04
CORNNUTS;CORNNUTS,BARBECUE-FLAVOR;19401,00;0,00;0,13;0,00;0,00;2,96;0,00;0,00;8399999619,00;436,00;0,00;0,00;0,34;1507,00;0,26;0,38;0,00;0,00;0,10;0,00;0,00;0,02;0,05;0,32;0,14;0,12;0,59;1,19;1 oz;57,00;2 oz;17,00;0,09;0,05;109,00;283,00;286,00;976,00;0,10;338,00;17,00;0,00;0,13;0,00;0,00;0,00
CORNNUTS;CORNNUTS,NACHO-FLAVOR;19402,00;0,00;0,09;0,00;0,00;2,96;2,00;0,00;0,33;438,00;0,00;0,00;0,03;1212,00;0,37;0,38;0,00;0,00;0,08;0,00;0,00;0,25;0,08;0,31;0,13;0,12;0,58;1,19;1 oz;57,00;2 oz;35,00;0,11;0,09;109,00;309,00;311,00;634,00;0,05;39,00;2,00;0,00;0,14;0,63;0,00;0,00
GRANOLA BARS;GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP;19404,00;0,00;0,05;0,00;0,00;2,92;0,00;17,00;3799999952,00;418,00;0,00;0,00;1263,00;0,53;0,24;0,25;0,00;0,00;0,08;0,46;2892000008,00;0,12;0,28;6967,00;1576,00;6061,00;0,71;1,75;1 bar,  (1,5 oz);28,00;1 bar,  (1 oz);41,00;0,19;0,10;64,00;176,00;237,00;179,00;0,04;0,00;0,00;0,00;0,07;0,00;0,02;0,67
GRANOLA BARS;GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP,GRAHAM&MARSHMLLW;19405,00;0,00;0,05;0,00;0,00;2,92;1,00;0,00;0,17;427,00;0,00;0,00;0,06;0,04;0,03;0,25;0,00;0,00;0,01;0,63;0,00;0,01;0,25;0,15;0,12;0,39;0,63;1,19;1 bar,  (1 oz);0,00;;89,00;0,02;0,12;71,00;202,00;275,00;316,00;0,04;47,00;2,00;0,00;0,00;0,00;0,00;0,00
GRANOLA BARS;GRANOLA BARS,SOFT,UNCOATED,NUT&RAISIN;19406,00;0,00;0,05;0,00;0,00;2,63;1,00;0,00;5599999905,00;454,00;0,00;0,00;0,04;0,13;0,03;0,33;0,00;0,00;0,01;0,63;0,00;0,01;0,25;0,18;0,24;0,41;0,84;1,19;1 bar,  (1 oz);0,00;;84,00;0,03;0,10;91,00;241,00;392,00;254,00;0,05;41,00;2,00;0,02;0,01;0,00;0,00;0,00
SNACKS;SNACKS,BF STKS,SMOKED;19407,00;0,00;0,17;150,00;0,00;0,21;133,00;0,00;0,00;550,00;0,00;0,00;0,09;0,20;0,23;0,88;0,00;0,00;0,30;0,00;0,00;0,10;0,79;0,87;0,20;0,84;2,05;1,19;1 oz;20,00;1 stick;68,00;0,01;0,13;21,00;180,00;257,00;1480,00;0,11;250,00;13,00;0,04;0,14;0,26;0,00;0,00
PORK SKINS;PORK SKINS,BARBECUE-FLAVOR;19408,00;0,00;0,29;324,00;0,00;0,05;115,00;0,00;0,00;538,00;0,00;0,00;0,07;3355,00;0,03;2,38;0,00;38,00;0,30;0,00;0,00;0,08;0,08;0,63;0,16;0,50;1,30;1,19;1 oz;14,00;,5 oz;43,00;0,02;0,04;0,00;220,00;180,00;2667,00;0,05;667,00;65,00;0,01;0,11;0,05;0,00;0,00
FROSTING;FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO, C-32;19409,00;0,00;0,06;13,00;0,00;3,01;18,00;0,00;1100000024,00;359,00;1,00;0,00;0,01;0,08;0,08;0,07;0,00;68,00;0,07;0,05;6430000305,00;0,02;0,77;1894,00;0,20;4483,00;0,30;0,00;;0,00;;32,00;0,09;0,00;20,00;48,00;130,00;132,00;0,03;249,00;69,00;0,01;0,01;0,00;0,01;0,00
SNACK;SNACK,POTATO CHIPS,MADE FROM DRIED POTATOES,PLN;19410,00;0,00;0,12;0,00;0,00;2,17;0,00;33,00;3099999905,00;559,00;0,00;0,00;0,19;0,14;0,57;0,20;0,00;0,00;0,02;0,08;1139999986,00;0,08;0,12;7048,00;13594,00;9492,00;1,61;1,19;1 oz;198,00;1 can,  (7 oz);27,00;0,09;0,06;43,00;125,00;751,00;388,00;0,03;0,00;0,00;0,00;0,28;0,33;0,46;0,29
POTATO CHIPS;POTATO CHIPS,PLAIN,SALTED;19411,00;0,00;0,19;0,00;0,00;49,74;0,00;12,00;4400000095,00;547,00;0,00;0,00;0,46;4182,00;4347,00;0,29;0,00;0,00;0,02;0,33;0,37;0,06;0,10;0,43;0,51;0,48;1,57;1,19;1 oz;227,00;1 bag,  (8 oz);24,00;0,28;0,08;70,00;155,00;1642,00;525,00;0,11;0,00;0,00;0,00;0,50;0,75;0,30;0,92
POTATO CHIPS;POTATO CHIPS,MADE FROM DRIED POTATOES,CHEESE-FLAVOR;19412,00;0,00;0,13;0,00;0,00;2,09;4,00;0,00;3400000095,00;551,00;0,00;0,00;0,06;0,09;0,23;0,29;0,00;1,00;0,01;0,33;0,00;0,01;0,05;0,30;0,80;0,41;1,54;1,19;1 oz;191,00;1 can,  (6,25 oz);110,00;0,06;0,05;53,00;163,00;381,00;755,00;0,04;3,00;1,00;0,00;0,36;0,34;0,00;0,00
RICE CAKES;RICE CAKES,BROWN RICE,CORN;19413,00;0,00;0,04;0,00;0,00;3,38;0,00;0,00;2900000095,00;385,00;0,00;0,00;0,21;6435,00;0,06;0,34;0,00;0,00;0,07;0,00;0,00;0,01;0,21;0,05;0,05;0,04;0,13;0,38;1 cake;18,00;2 cakes;9,00;0,03;0,05;114,00;320,00;275,00;291,00;0,10;0,00;0,00;0,00;0,01;0,00;0,00;0,00
RICE CAKES;RICE CAKES,BROWN RICE,MULTIGRAIN;19414,00;0,00;0,05;0,00;0,00;3,33;0,00;0,00;0,13;387,00;0,00;0,00;0,22;6602,00;1002,00;0,34;0,00;0,00;0,13;0,00;0,00;0,07;0,25;0,05;0,07;0,04;0,13;0,38;1 cake;18,00;2 cakes;21,00;0,30;0,11;137,00;370,00;294,00;252,00;0,12;0,00;0,00;0,00;0,10;0,00;0,00;0,00
No Category;POTATO STICKS;19415,00;0,00;0,13;0,00;0,00;2,21;0,00;35,00;3400000095,00;522,00;0,00;0,00;0,29;4785,00;0,28;0,25;0,00;0,00;0,08;0,33;0,22;0,10;0,08;0,26;0,71;0,39;1,42;1,19;1 oz;18,00;,5 cup;18,00;0,22;0,10;64,00;172,00;1237,00;250,00;0,07;0,00;0,00;0,00;0,02;1,96;0,38;0,92
RICE CAKES;RICE CAKES,BROWN RICE,RYE;19416,00;0,00;0,05;0,00;0,00;3,30;0,00;0,00;0,17;386,00;0,00;0,00;2977,00;0,29;0,05;0,33;0,00;0,00;0,01;0,00;0,00;0,09;0,26;0,06;0,08;0,04;0,13;0,38;1 cake;18,00;2 cakes;21,00;0,03;0,05;144,00;380,00;311,00;110,00;0,13;3,00;0,00;0,00;0,01;0,00;0,00;0,00
SESAME STKS;SESAME STKS,WHEAT-BASED,SALTED;19418,00;0,00;0,13;3,00;0,00;1,92;0,00;17,00;2799999952,00;541,00;19,00;0,00;0,63;1552,00;0,16;0,42;0,00;0,00;0,06;0,71;0,19;0,09;0,08;0,48;0,74;0,28;1,50;1,19;1 oz;57,00;2 oz;170,00;0,28;0,05;45,00;138,00;177,00;1488,00;0,05;5,00;0,00;0,00;0,09;0,00;0,18;0,33
GRANOLA BARS;GRANOLA BARS,HARD,PNUT BUTTER;19420,00;0,00;0,05;0,00;0,00;2,59;0,00;0,00;2900000095,00;483,00;0,00;0,00;0,64;0,11;0,27;0,38;0,00;0,00;0,01;0,63;0,00;0,01;0,09;0,29;0,51;0,13;0,96;1,19;1 oz;24,00;1 bar;41,00;0,15;0,09;55,00;139,00;291,00;283,00;0,06;16,00;1,00;0,00;0,10;0,00;0,00;0,00
POTATO CHIPS;POTATO CHIPS,CHEESE-FLAVOR;19421,00;0,00;0,17;0,00;0,00;2,38;4,00;0,00;5199999809,00;496,00;0,00;0,00;0,31;0,21;0,05;0,34;0,00;10,00;0,11;0,00;0,00;0,11;0,05;0,34;0,41;0,34;1,13;1,19;1 oz;170,00;1 bag,  (6 oz);72,00;0,02;0,10;75,00;299,00;1528,00;793,00;0,06;33,00;10,00;0,00;0,24;2,25;0,00;0,00
POTATO CHIPS;POTATO CHIPS,LIGHT;19422,00;0,00;0,17;0,00;0,00;2,76;0,00;45,00;5900000095,00;471,00;0,00;0,00;0,03;0,29;0,19;0,29;0,00;0,00;0,19;0,33;0,22;0,14;0,04;0,17;0,48;0,18;0,84;1,19;1 oz;170,00;1 bag,  (6 oz);21,00;0,00;0,07;89,00;193,00;1744,00;492,00;0,00;0,00;0,00;0,00;0,47;1,05;0,24;0,54
SNACKS;SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA;19423,00;0,00;0,21;0,00;0,00;2,71;0,00;39,00;6800000191,00;274,00;0,00;0,00;0,05;0,19;0,68;0,34;0,00;0,00;0,00;0,01;0,00;0,23;0,08;0,01;0,21;0,02;0,00;1,19;1 oz;0,00;;35,00;0,03;0,09;69,00;174,00;1160,00;554,00;0,13;0,00;0,00;0,00;0,11;1,17;0,00;0,00
SNACKS;SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,RED FAT;19424,00;0,00;0,13;0,00;0,00;2,96;3,00;0,00;4800000191,00;445,00;0,00;0,00;0,30;0,29;0,00;0,34;0,00;6,00;0,19;0,00;0,00;0,15;0,04;0,40;0,08;0,15;0,63;1,19;1 oz;170,00;1 bag,  (6 oz);159,00;0,10;0,09;97,00;318,00;272,00;1003,00;0,00;380,00;24,00;0,00;0,16;0,00;0,00;0,00
TORTILLA CHIPS;TORTILLA CHIPS,LOFAT,BKD WO/FAT;19433,00;30,00;0,04;47,00;1,00;3,33;0,00;22,00;5300000191,00;415,00;652,00;0,00;0,00;0,03;0,00;0,46;0,00;0,00;0,02;0,63;0,67;0,02;0,05;0,09;0,14;0,06;0,21;1,19;1 oz;0,00;;159,00;0,01;0,05;97,00;318,00;272,00;419,00;0,05;104,00;5,00;0,00;0,01;0,00;0,05;0,00
CHEESE PUFFS&TWISTS;CHEESE PUFFS&TWISTS,CORN BSD,LOFAT;19434,00;30,00;0,17;58,00;0,00;3,02;1,00;14,00;1069999981,00;432,00;643,00;0,00;0,00;0,30;0,00;0,34;0,00;38,00;0,04;0,38;7289999962,00;0,04;0,13;0,13;0,26;0,08;0,50;1,19;1 oz;0,00;;357,00;0,09;0,06;41,00;357,00;286,00;1285,00;0,09;250,00;44,00;0,09;0,05;0,88;0,18;0,04
SNACKS;SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT;19435,00;0,00;0,05;173,00;242,00;3,21;0,00;27,00;7400000095,00;342,00;103,00;1,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,34;5534000015,00;0,00;0,55;0,02;0,02;0,00;0,01;1,19;1 oz;0,00;;3,00;0,16;0,17;50,00;122,00;220,00;16,00;0,07;491,00;25,00;0,01;0,08;0,05;0,02;0,09
POPCORN;POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE;19436,00;10,00;0,04;15,00;0,00;3,75;0,00;13,00;0,09;381,00;242,00;0,00;0,00;0,24;0,00;0,08;0,00;0,00;0,06;0,13;6468000031,00;0,04;0,25;0,02;0,44;0,00;0,04;1,19;1 oz;0,00;;18,00;0,01;0,01;27,00;55,00;110,00;286,00;0,04;33,00;2,00;0,00;0,05;0,00;0,01;0,01
POTATO CHIPS;POTATO CHIPS,FAT FREE,SALTED;19437,00;0,00;0,17;7,00;0,00;83,76;0,00;54,00;0,30;379,00;39,00;0,00;0,00;6446,00;0,00;0,42;0,00;0,00;0,08;0,33;3690000057,00;0,05;0,08;0,02;0,18;0,01;0,00;1,19;1 oz;227,00;1 bag,  (8 oz);35,00;0,12;0,16;70,00;167,00;1628,00;643,00;0,05;11,00;1,00;0,00;0,01;0,38;0,00;0,38
SNACKS;SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES;19438,00;0,00;0,04;0,00;0,00;3,34;0,00;0,00;0,60;414,00;0,00;0,00;1601,00;16285,00;0,00;0,13;0,00;324,00;1365,00;0,00;0,00;1268,00;0,21;0,09;0,21;0,04;0,38;1,54;1 bar;0,00;;3,00;0,00;0,06;13,00;42,00;39,00;351,00;0,00;1080,00;324,00;0,00;0,01;0,00;0,00;0,00
SNACKS;SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR;19439,00;0,00;0,05;0,00;0,00;3,25;0,00;0,00;6199999809,00;390,00;0,00;0,00;1797,00;0,38;0,47;0,33;0,00;713,00;0,01;0,00;0,00;0,00;0,21;0,05;0,17;0,04;0,29;1,54;1 bar;0,00;;35,00;0,00;0,34;87,00;248,00;249,00;291,00;0,08;2381,00;713,00;0,00;0,04;0,00;0,00;0,00
SNACKS;SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP;19440,00;0,00;0,21;6,00;0,00;3,02;136,00;0,00;2599999905,00;420,00;0,00;0,00;1067,00;1539,00;0,33;0,20;0,00;14,00;0,14;0,00;3877999878,00;0,12;0,17;0,22;2749,00;4701,00;0,54;1,17;1 bar;0,00;;1084,00;0,22;0,04;70,00;207,00;279,00;246,00;0,07;57,00;15,00;0,01;0,08;0,00;0,47;0,00
SNACKS;SNACKS,KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,FRUIT-FILLED;19441,00;0,00;0,04;0,00;0,00;3,00;0,00;34,00;2099999905,00;375,00;0,00;0,00;0,00;0,55;0,00;0,17;0,00;608,00;0,04;0,42;3509999847,00;0,04;0,59;5057,00;0,63;1016,00;0,30;1,54;1 bar;0,00;;541,00;0,00;0,23;27,00;103,00;197,00;297,00;0,17;2027,00;608,00;0,00;0,04;0,00;0,00;0,51
SNACKS;SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS;19444,00;0,00;0,13;107,00;0,00;2,72;2,00;20,00;6400000095,00;318,00;507,00;45,00;0,04;0,04;0,14;0,36;0,00;0,00;0,01;0,38;2819999933,00;0,14;0,09;1379,00;1211,00;1054,00;0,16;1,19;1 oz;0,00;;128,00;0,01;0,17;99,00;245,00;396,00;602,00;0,13;303,00;9,00;0,02;0,17;0,21;0,16;7,96
Snacks;Snacks, potato chips, from dried potatoes, fat-free, olestra;19445,00;0,00;0,14;0,00;0,00;2,33;0,00;39,00;7300000191,00;253,00;0,00;0,00;0,27;3397,00;0,67;0,21;0,00;0,00;0,02;0,09;0,59;0,12;0,13;0,00;0,01;0,25;0,06;1,19;1 oz;0,00;;20,00;0,11;0,05;48,00;132,00;931,00;429,00;0,05;0,00;0,00;0,00;0,37;4,51;0,00;13,67
No Category;TARO CHIPS;19524,00;0,00;0,09;66,00;37,00;2,83;0,00;44,00;7199999809,00;498,00;0,00;0,00;0,00;0,36;0,46;0,09;0,00;0,00;0,03;0,05;3819999933,00;0,12;0,08;0,20;0,56;0,28;1,01;1,19;1 oz;23,00;10 chips;60,00;0,02;0,04;84,00;131,00;755,00;342,00;0,03;142,00;7,00;0,00;0,30;0,21;0,48;0,75
CANDIES;CANDIES,SEMISWEET CHOC,MADE W/BUTTER;19701,00;0,00;0,04;0,00;0,00;2,63;18,00;0,00;5900000095,00;477,00;0,00;0,00;0,01;0,30;0,07;0,17;0,00;0,00;0,01;0,13;0,00;0,06;0,00;0,44;0,07;0,75;1,21;7,08;1 cup, chips (6 oz package);182,00;1 cup, large chips;32,00;0,00;0,13;115,00;132,00;365,00;11,00;0,08;60,00;3,00;0,00;0,00;0,00;0,00;0,00
GELATIN DSSRT;GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT;19702,00;0,00;0,00;0,00;0,00;3,75;0,00;0,00;0,00;381,00;0,00;0,00;0,02;0,01;0,01;0,30;0,00;0,00;0,02;0,13;0,00;0,00;0,04;0,00;0,00;0,00;0,00;3,54;1 package,  (3 oz);21,00;1 portion,  amount to make 1/2 cup;3,00;0,08;0,01;2,00;142,00;7,00;491,00;0,00;0,00;0,00;0,00;0,00;2,59;0,00;0,00
GELATIN DSSRT;GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,ADDED P,K,NA,VIT C;19703,00;0,00;0,17;0,00;0,00;1,38;0,00;0,00;0,00;345,00;0,00;0,00;0,05;0,00;0,06;2,29;0,00;0,00;0,08;1,05;0,00;0,01;0,25;0,00;0,00;0,00;0,00;0,38;1 tbsp;10,00;1 package,  (0,35 oz);2,00;1016,00;0,00;1,00;0,00;1985,00;2751,00;0,00;0,00;0,00;0,00;0,05;20,42;0,00;0,00
GELATIN DSSRT;GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA;19704,00;0,00;0,17;0,00;0,00;1,38;0,00;0,00;0,00;345,00;0,00;0,00;0,05;0,00;0,06;2,29;0,00;0,00;0,08;1,05;0,00;0,01;0,25;0,00;0,00;0,00;0,00;0,38;1 tbsp;10,00;1 package,  (0,35 oz);2,00;1016,00;0,00;1,00;1293,00;14,00;158,00;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
PUDDINGS;PUDDINGS,BANANA,DRY MIX,INST,W/ ADDED OIL;19705,00;0,00;0,13;0,00;0,00;3,71;0,00;0,00;0,00;386,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,09;0,04;0,09;0,05;0,17;4,13;1 package,  (3,5 oz);25,00;1 portion,  amount to make 1/2 cup;6,00;0,02;0,01;2,00;804,00;15,00;1499,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PUDDINGS;PUDDINGS,BANANA,DRY MIX,REG,W/ ADDED OIL;19706,00;0,00;0,09;0,00;0,00;3,67;0,00;0,00;0,30;387,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,17;0,08;0,11;0,01;0,21;3,67;1 package,  (3,12 oz);22,00;1 portion,  amount to make 1/2 cup;20,00;0,00;0,00;8,00;5,00;17,00;788,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PUDDINGS;PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA;19708,00;0,00;0,09;0,00;0,00;3,75;0,00;0,00;0,10;366,00;0,00;0,00;0,03;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,01;0,21;0,03;0,05;0,02;0,05;3,54;1 package,  (3 oz);21,00;1 portion,  amount to make 1/2 cup;0,00;0,02;0,01;4,00;3,00;257,00;849,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
PUDDINGS;PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT;19709,00;0,00;0,04;0,00;0,00;3,92;0,00;0,00;0,20;369,00;0,00;0,00;0,03;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,00;3,83;1 package,  (3,5 oz);23,00;1 portion,  amount to make 1/2 cup;4,00;0,03;0,01;2,00;4,00;5,00;8,00;0,01;0,00;0,00;0,00;0,03;0,00;0,00;0,00
PUDDINGS;PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL;19710,00;0,00;0,08;0,00;0,00;3,84;0,00;0,00;0,00;369,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,13;0,02;0,04;0,00;0,04;3,67;1 package,  (3,12 oz);22,00;1 portion,  amount to make 1/2 cup;15,00;0,00;0,00;5,00;3,00;20,00;754,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
JAMS&PRESERVES;JAMS&PRESERVES,APRICOT;19719,00;2,00;0,00;116,00;11,00;2,67;0,00;0,00;0,30;242,00;9,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,02;0,08;4340000153,00;0,00;1,42;0,00;0,00;0,00;0,00;0,83;1 tbsp;14,00;1 packet,  (0,5 oz);20,00;0,00;0,03;4,00;3,00;77,00;40,00;0,00;205,00;14,00;0,00;0,00;0,34;0,01;0,00
SYRUPS;SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K;19720,00;0,00;0,00;0,00;0,00;2,88;0,00;0,00;0,00;265,00;0,00;0,00;0,13;0,00;0,01;0,00;0,00;0,00;0,02;0,00;0,00;0,01;1,25;0,00;0,00;0,00;0,00;13,13;1 cup;20,00;1 tbsp;5,00;0,05;0,00;2,00;10,00;22,00;61,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CORN CAKES;CORN CAKES,VERY LO NA;19800,00;0,00;0,05;0,00;0,00;3,46;0,00;0,00;0,00;387,00;0,00;0,00;1815,00;0,22;0,06;0,33;0,00;0,00;0,00;0,38;0,00;0,02;0,17;0,05;0,06;0,03;0,09;0,38;1 cake;18,00;2 cakes;19,00;0,03;0,04;114,00;157,00;157,00;28,00;0,08;242,00;12,00;0,00;0,01;0,00;0,00;0,00
